record_type|record_id|source_file|document_type|page_number|page_text|source_url|source_name|retrieved_at
document_page|kafue_2025_budget_page_0051|kafue_2025_budget.pdf|Kafue Town Council budget 2025|51|OUTPUT BASED ANNUAL BUDGET Page 51 9004HEAD KAFUE TOWN COUNCIL Animal disease alert responded to timely01 1 Proportion of animal disease alerts responded to timely 80 80 80 Animal disease surveillance activity facilitated02 1 Number of animal disease surveillance facilitated 250 250 250 Veterinary extension and advisory service provided03 1 Number of farmers trained in disease control 400 400 400 Patrols and surveillance conducted01 1 Number of water patrols conducted 8 8 8 2 Proportion of fishers licenced 80 80 80 Aquaculture extension services provided02 1 Number of fish farmers receiving extension servicing 50 50 50 2 Number of farmers trained in Best Management Practices in Aquaculture 160 160 160 Fish ban enforced03 1 Number of land and water patrols conducted 12 12 12 Livestock Extention services provided01 1 Number of Livestock Farmers receiving Extension Services 64 64 64 Livestock Trainings and Demos conducted02 1 Number of Livestock field days Conducted 160 160 160 2 Number of forege Demos Conducted 40 40 40 3 Number of Livestock Farmer Trainings Conducted 40 40 40 Climate Smart Livestock Technologies Practices Implemented03 1 Number of Livestock Farmers trained in Azolla production 50 50 50 2 Number of Livestock Farmers trained in Hydroponics fodder production 50 50 50 3 Number of Livestock farmers trained in feed formulation 50 50 50 Value addition conducted04 1 Number of farmers trained in Livestock value addition and product development 50 50 50 Monitoring, backstopping and supervision undertaken01 1 Number of Monitoring and backstopping undertaken 12 12 12 2 Number of meeting held 12 12 12 Agriculture and Commerical shows held02 1 Number of shows held 2 2 2 Incapacited households assisted01 1 Proportion of incapacitated households and individuals assisted with in-kind support 100 100 100 2 Proportion of vulnerable students assessed and recommended for bursaries 100 100 100 3 Proportion of stranded persons provided with transit shelter 100 100 100 4 Proportion of families receiving counselling services 100 100 100 Old people supported02|https://www.kafuecouncil.gov.zm/?page_id=195|Kafue Town Council budget 2025|2026-09-11
document_page|kafue_2025_budget_page_0052|kafue_2025_budget.pdf|Kafue Town Council budget 2025|52|OUTPUT BASED ANNUAL BUDGETPage 52 9004HEAD KAFUE TOWN COUNCIL 1 Proportion of old people provided with shelter 100 100 100 Welfare services provided03 1 Proportion of GBV survivors supported 100 100 100 2 Proportion of human trafficking victims suported 100 100 100 Cash for Work initiative Implemented04 1 Number of beneficiaries receiving Cash for Work 32,832 32,832 32,832 2 Proportion of Cash for Work funds disbursed 100 100 100 Adult literacy among the poor and vulnerable imparted01 1 Number of awareness and sensitisation meetings held 18 18 18 2 Number of Officers trained in Functional Literacy 9 9 9|https://www.kafuecouncil.gov.zm/?page_id=195|Kafue Town Council budget 2025|2026-09-11
document_page|kafue_2022_financial_statements_page_0001|kafue_2022_financial_statements.pdf|Financial statements 2022|1|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31st DECEMBER 2022|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0002|kafue_2022_financial_statements.pdf|Financial statements 2022|2|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 1 TABLE OF CONTENTS PAGE Report of the Council 2-5 Statement of Responsibilities for Annual Financial Statements 6 Independent Auditor’s Report 7-9 Statement of Cash Receipts and Payments 10 Statement of Comparison of Budget and Actual Amounts 11 Statement of Cash Receipts and Payments for Local Government Equalization Fund 12 Statement of Cash Receipts and Payments for Constituency Development Fund 13 Summary of Significant Accounting Policies 14-19 Notes to the Financial Statements 20-37|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0003|kafue_2022_financial_statements.pdf|Financial statements 2022|3|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 2 REPORT OF THE COUNCIL The Council has the pleasure of presenting the report together with the financial statements for the year ended 31 st December 2022 which disclose the sources, utilization and balances of cash for Ka fue Town Council during the period under review. Background and Location of the Council The Council’s administrative office is in Kafue Estates, Kasenje Ward of Kafue District in Lusaka Province. The district lies on the outskirts of Kafue River (the second longest river in the country after the Zambezi River) from where it draws its name. The district is about 434.2 km North of Livingstone City, the tourist capital of Zambia and 45 Km south of the Nation’s capital, Lusaka. It is a transit town bordering seven (7) districts, Chilanga and Lusaka on the Northern part, Chikankata and Chirundu on the southern part, Shibuyunji on the western part and Chongwe on the eastern part. It also serves as an entry and exit town to the Republic of Zimbabwe through Chirundu and Siavonga towns. Kafue District has a total area of 4,460 square kilometers (km²). The Census of Population undertaken by the Central Statistics Office in 2010 revealed that the population of Kafue District had reached 244,628. The district has two (2) Chiefs namely Chiefteness Nkomesha Mukamambo the II and Chifteness Chiyaba. The history of Kafue Town can be traced to the extension of the Rhodesian Railway line into Livingstone town from Southern Rhodesia (present day Zimbabwe) in 1905. The extension c ontinued beyond Livingstone and Kalomo going all the way to the Copperbelt towns. The railway line reached Kafue in 1906 and proceeded north to Kabwe in the following years where it was meant to aid the transportation of lead and zinc minerals. The railway line contributed greatly to the growth of Kafue town. Most of the earlier settlers of Kafue were pastoral farmers and fishermen. Many were drawn in the emerging economy as railway workers. With the development of the railway line , large tracts of the land along the railway line were opened up for settlement by the British soldiers that had survived the First World War. In addition to Agricultural development, the establishment of a major railway station near Kafue River, became an important stopover to re -furbish the steam engines with water on the journey up or down the railway line. As a result, train crews, fishermen, drivers and other railway employees settled in Kafue as process of urbanization began. Kafue town continued growing such that by Decembe r 1964, Kaf ue Township Council was one of the twenty-three (23) local authorities in the country that constituted the membership of Local Government Association of Zambia (LGAZ), a mouth piece of local authorities. Despite this, the town was mostly considered part of Lusaka City. In 1970 Nitrogen Chemicals of Zambia was established to produce Ammonium Nitrate for making explosives which later added a sulphuric acid plant in 1983 and production of fertilizer. Kafue was home to one of the most popular textil e companies in the Country, the Kafue textiles. The current civic centre housing the administrative centre of Kafue Town Council was inaugurated by Hon. Alexander Chikwanda, then Minister of Local Government, on the 23 rd of April 1976. At that time, Chilanga town was part of Kafue district until 2012 when it was separated and declared a district with its own Council. The Local Administration Act No. 15 of 1980 abolished City, Municipal and Township Councils and established District Councils and therefore Kafue Township Council became Kafue District Council. This|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0004|kafue_2022_financial_statements.pdf|Financial statements 2022|4|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 3 REPORT OF THE COUNCIL changed in 2016 when the Republican Constitution was amended resulting in change of district councils to town council, the name Kafue Town Council retains to date. The distr ict currently boasts of the second largest Multi Facility Economical Zone in Zambia in the Lusaka Multi Facility Economical Zone and the largest Steel manuf acturing company in Zambia, Universal Mining & Chemical Industries Ltd that owns and operates the Kafue Steel factory. The address of the registered office of Kafue Town Council (KTC) is as follows: The Civic Centre Luangwa Drive P O Box 360021 KAFUE Composition of the Council Kafue Town Council is a body corporate established under Article 152 of th e Constitution of Zambia (Amendment) Act No. 2 of 2016 and Section 6 of the Local Government Act No. 2 of 2019. As a Local Authority, the Town Council administers the Kafue Town. The Council is composed of an elected Council Chairperson, sixteen (16) elec ted Councillors from sixteen (16) Wards, and two (2) Chiefs as provided for under Article 153 (2)(c) of the Constitution of Zambia (Amendment) Act No. 2 of 2016. The current Council was elected into office in 2016 to serve a five-year term up to 2021. The Deputy Council Chairperson was el ected from among the Councillors in 2016 for the period of two and half years.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0005|kafue_2022_financial_statements.pdf|Financial statements 2022|5|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 4 REPORT OF THE COUNCIL The Councillors who held office during the year to December,2022 were; S/N NAME GENDER POSITION WARD 1 Buumba Malambo Female Council Chairperson Not applicable 2 Justine Singoyi Male Vice Chairperson Kabweza 3 Katiyo D.Jones Male Councillor Chiawa 4 Ligitimate Malumbe Male Councillor Chikupi 5 Wise Mainza Male Councillor Magoma 6 John Mikaya Male Councillor Shimabala 7 Davyline Mwiinga Male Councillor Malundu 8 Borniface Chileshe Male Councillor Chifwema 9 Edwin S.Shabusale Male Councillor Kafue 10 Emmanual Moonga Miyanda Male Councillor Lukolongo 11 Modester Nyambe Male Councillor Shabusale 12 Comply Siamugala Male Councillor Chisakila 13 Kebby Sikangila Male Councillor Chisankane 14 David Sampa Male Councillor Kasenje 15 Paul Kajiye Male Councillor Chitende 16 Kelly Liwanga Male Councillor Mungu 17 Andrew Chikika Monde Male Councillor Kambale 18 Micheal Sinkala Male Councillor Matanda 19 Elizabeth Mulenje Female Councillor H.R.H Sr Chieftainess Nkomesha Mukamambo 20 Christine Eva Maambo Female Councillor H.R.H Sr Chieftainess Chiawa The District also has one (1) elected Member of Parliament for Kafue constituency. The Member of Parliament that held office during the year was: S/N NAME GENDER CONSTITUENCY 1 Hon.Mirriam Chonya Female Kafue The affairs of Central Government in the district are coordinated by the District Commissioner. During the year under review Mr Maurice Hikapulwe was the District Commissioner. The Council Secretariat The Secretariat of Kafue Town Council is headed by the Council Secretary. The Council Secretary and the rest of the Secretariat are appointed by the Local Government Service Commission. The Council Secretary is assisted by four (4) Chief Officers responsible for Finance, Planning, Works and Human Resource and Administration and two (2) Heads of units namely Procurement and Internal Audit Functions of the Council The main function of the Council is the delivery of local public goods and services to the people in the District and discharge all or any of the functions set out in Article 147 (2) (c) of the Constitution of Zambia (Amendments) Act No. 2 of 2016 and First Schedule of the Local Government Act No. 2 of 2019 which include, among others, power to make By-Laws, power to make regulations, imposition of levies, fees and charges and to formulate local policies to promote, guide and regulate development in the district through various relevant departments of the Council.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0006|kafue_2022_financial_statements.pdf|Financial statements 2022|6|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 5|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0007|kafue_2022_financial_statements.pdf|Financial statements 2022|7|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 6|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0008|kafue_2022_financial_statements.pdf|Financial statements 2022|8|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 7|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0009|kafue_2022_financial_statements.pdf|Financial statements 2022|9|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 8|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0010|kafue_2022_financial_statements.pdf|Financial statements 2022|10|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 9|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0011|kafue_2022_financial_statements.pdf|Financial statements 2022|11|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 10|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0012|kafue_2022_financial_statements.pdf|Financial statements 2022|12|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 11 STATEMENT OF COMPARISON OF BUDGET AND ACTUAL AMOUNTS FOR THE YEAR ENDED 31ST DECEMBER 2022 Original Budget Adjustments Final Budget Actual Amounts % Performance Variance % Variance Kwacha Kwacha Kwacha Kwacha Kwacha RECEIPTS Local Taxes 16,141,381 - 16,141,381 3,862,322 24% (12,279,059) -76% Fees and Charges 17,255,420 - 17,255,420 7,025,722 41% (10,229,698) -59% Licences 3,685,063 - 3,685,063 3,265,733 89% (419,330) -11% Levies 2,430,356 - 2,430,356 834,810 34% (1,595,546) -66% Permits 3,607,309 - 3,607,309 2,159,327 60% (1,447,982) -40% Local Government Equalisation Fund 14,344,512 - 14,344,512 11,920,437 83% (2,424,075) -17% Constituency Development Fund 25,700,000 - 25,700,000 24,061,266 0% (1,638,734) -6% Other Grants - - - 0% - 0% Borrowings - - - 0% - 0% Commercial Venture 306,000 - 306,000 - 0% (306,000) -100% Other Receipts 228,000 - 228,000 76,518 34% (151,482) -66% TOTAL RECEIPTS 83,698,042 - 83,698,042 53,206,135 64% (30,491,907) -36% PAYMENTS Personal Emoluments 23,524,966 - 23,524,966 20,907,864 89% 2,617,102 11% Use of Goods and Services 51,247,865 - 51,247,865 8,067,111 16% 43,180,754 84% Financial Charges - - 0% - 0% Social Benefits - - 0% - 0% Non-Financial Assets Acquisition 7,572,073 - 7,572,073 4,799,761 63% 2,772,312 37% Financial Assets - - - 0% - 0% Loan Repayments - - - 0% - 0% Other Payments 1,353,138 - 1,353,138 5,954,794 440% (4,601,656) -340% TOTAL PAYMENTS 83,698,042 - 83,698,042 39,729,530 47% 43,968,512 53% Increase/(Decrease in Cash (1) - (1) 13,476,605 - The composition of budget adjustments and explanations of major variances are provided in Note 23|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0013|kafue_2022_financial_statements.pdf|Financial statements 2022|13|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 12 STATEMENT OF CASH RECEIPTS AND PAYMENTS FOR THE LOCAL GOVERNMENT EQUALISATION FUND (LGEF) FOR THE YEAR ENDED 31ST DECEMBER 2022 2022 2021 Kwacha Kwacha RECEIPTS Funding 7(a) 11,920,437 13,533,609 Non-LGEF (Receipts) 825,353 TOTAL RECEIPTS 11,920,437 14,358,962 PAYMENTS Operational Expenditure Payments: 7(b) Salaries and Wages 11,109,040 10,375,887 Terminal Benefits - - Utility bills - - Service Provision - - Goods and Services - - Administrative Costs - - Other Costs(Councillors Allowances) 742,765 451,000 Sub-Total 11,851,805 10,826,887 Capital Expenditure Payments: 7(c) Infrastructure Development 607,176 656,818 Rehabilitation Works 490,572 Asset Acquisition 1,767,000 146,575 Other Costs 10,635 378,930 Sub-Total 2,384,811 1,672,895 TOTAL PAYMENTS 14,236,616 12,499,782 Increase/(decrease) in cash (2,316,179) 1,859,180 Cash at beginning of the year 2,789,675 930,495 Cash at the end of the year 473,496 2,789,675|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0014|kafue_2022_financial_statements.pdf|Financial statements 2022|14|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 13 STATEMENT OF CASH R ECEIPTS AND PAYMENTS FOR THE CONSTITUENCY DEVELOPMENT FUND (CDF) FOR THE YEAR ENDED 31ST DECEMBER 2022 2022 2021 Kwacha Kwacha RECEIPTS Funding 8(a) 23,739,911 1,600,000 Other sources 8(b) 321,355 63,554 TOTAL RECEIPTS 24,061,266 1,663,554 PAYMENTS Infrastructure Development 8(c) 1,212,831 542,939 Rehabilitation Works 8(d) 158,754 - Asset Acquisition 8(e) 954,600 - Bursaries -Secondary & Skills 8(f) 549,584 - Empowerment Grants 8(g) 1,837,640 - Empowerment Loans 8(h) - - Administrative Costs 8(i) 774,960 2,980 Other payments 8(j) - 33,743 TOTAL PAYMENTS 5,488,369 579,662 Increase/(decrease) in Cash 18,572,897 1,083,892 Cash at beginning of the year 2,926,224 1,842,332 Cash at the end of the year 21,499,121 2,926,224 Note 8 explains the composition and other details relating to the various elements included in this Statement.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0015|kafue_2022_financial_statements.pdf|Financial statements 2022|15|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 14 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES 1. Basis of the Preparation of the Financial Statements The financial statements have been pr epared in accordance with Cash Basis IPSAS, Financial Reporting under the Cash Basis of Accounting, issued by the Internation al Public Sector Accounting Standards Board (IPSASB) and Local Authorities Accounting Policies (LAAPs). These financial statements have been prepared in accordance with the historical cost convention as the basis of measurement, unless specified otherwise. The accounting policies have been applied consistently throughout the period. 1.1 Migration to Accrual Basis Financial Reporting Kafue Town Council is required, under the Local Government Act No. 2 of 2019 to produce Statement of Comprehensive Income and a Statement of Financial Position. The production of these statements entails adoption and application of Accrual Basis of Accounting in financial reporting. However, the Act does not specify which partic ular accrual basis of accounting to use. In applying Cash Basis of Accounting, the Council followed guidance listed below: (a) Cash Basis IPSAS, Financial Reporting under the Cash Basis of Accounting This standard provides that public sector entities adopting Accrual Basis for the first time may apply Cash Basi s IPSAS provisions as an intermediate step to assist them in the transition to Accrual Basis IPSASs . In this vein, t he Council has produced these financial statements under Cash Basis IPSAS as part of its transition to Accrual Basis of Accounting. (b) Accounting Pronouncement: 2018/3 – Applicability of International Public Sector Accounting Standards (IPSASs). This pronouncement issued by the Zambia Institute of Chartered Accountants (ZICA) pursuant to the Accountants Act No. 13 of 2008 requires the adoption of Accrual Basis of Accounting by public entities by 31st December 2025. The Council is preparing to adopt Accrual Basis IPSASs on 1st January 2025. (c) Treasury and Financial Management Circular No . 10 of 2019 issued by the Secretary to the Treasury pursuant to the Public Financial Management Act No. 1 of 2018. The Treasury and Financial Management Circular provides as follows: i. That in order to have a standard financial reporting framework, all Local Authorities should adopt the International Public Sector Accounting Standards (IPSASs) Cash Basis of Accounting as a first step in migration to IPSAS s Accrual Basis of Accounting.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0016|kafue_2022_financial_statements.pdf|Financial statements 2022|16|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 15 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES ii. Local Authorities shall use Part 2 of Cash Basis IPSAS which requires extra disclosures called ‘Encouraged Additional Disclosures’ in Cash Basis fina ncial statements for the years ending 31st December 2019 up to 2024. iii. All Local Authorities shall adopt and apply Accrual Basis IPSAS of Accounting starting 1st January 2025 by following the g uidelines provided in IPSAS 33 – “First Time Adoption of Accrual Basis IPSASs”. iv. That the three (3) year transition period provided under IPSAS 33 should commence on 1 st January 2022 and should end on 31 st December, 2024. Thereafter, all Local Authorities shall be required to comply fully with Accrual Basis IPSASs. Based on these guidelines, the Council has not yet commenced production of Accrual Basis financial statements required by the Local Government Act No. 2 of 2019. However, the Council has adopted Part 2 Cash Basis IPSAS, Financial Reporting under the Cash Basis of Accounting to help it transition its financial reporting to Accrual Basis IPSASs. 1.2 Reporting Entity The Financial Statements are prepared for Kafue Town Council (KTC ). The financial statements encompass the Council as specified in the Constitution of Zambia (Amendment) Act No. 2 of 2016, the Local Government Act No. 2 of 2019, and the Public Finance Management Act No. 1 of 2018. It also includes projects and activities of the Constituenc y Development Fund and the Local Government Equalisation Fund in the district. 1.3 Authorisation Date The financial statements were authorized for issue …………………………….. by the Ordinary/Special Council. 1.4 Revenue Revenue is recognised when cash is received. It is generated from various sources as explained below: a. Local Taxes Article 161 of the Constitution of Zambia (Amendment) Act No. 2 of 2016 authoris es Kafue Town Council as a Local Authority to levy, impose, recover and retain local taxes. Further, the Local Government Act No. 2 of 2019 section 25(1) prescribes, subject to the Constitution and the Business Regulatory Act No. 3 of 2014, a system of local taxes which Local Authorities can raise by passing by-laws imposing levies on:  Leviable persons owning o r occupying property or premises situated within the area of the District;  Leviable persons carrying on a business, trade or occupation within the area of the District; or  The purchase or sale of a commodity within the area of the District.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0017|kafue_2022_financial_statements.pdf|Financial statements 2022|17|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 16 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES b. Fees and Charges Section 27 (1) of the Local Government Act No. 2 of 2019 empowers Local Authorities, subject to the Business Regulatory Act No. 3 of 2014, to impose fees or charges payable to the Council:  For any license or permit issued under any regulation or by -law made under the Act. These may include health permits, fire certificate licences, burial permits and extension of business hours permits;  For any service or facility provided or goods or documents supplied by the local authority in pursuance of or in connection with the performance of any function of the local authority. These may include survey fees, consent fees, building inspection fees, waste collection fees and parking fees. 1.5 Expenditure Expenditure is recognized when payment is made for expenses incurred. The Council incurs expenditure relating to the discharge of its functions which includes expenses relating to personal emoluments, use of goods and services, social benefits and acquisition of non-financial assets. Items of a capital nature are expensed at the time of payment and such transactions are depicted in the appropriate class and heading in the financial statements. Since capital expenditure is expensed when incurred, neither depreciation nor amortization is charged on non-current assets. 1.6 Reporting on Gross Basis Transactions are reported on gross basis without netting off similar classes of receipts and payments. However, transactions may be reported on net basis when they relate to transaction s the Council administers on behalf of other entities recognised in the Financial Statements 1.7 Cash in hand at the Beginning and the End of the Year Cash at the beginning and end of the year consist s of cash on hand, demand deposits and cash equivalents held at such dates. Cash on hand refers to notes and coins held by the Council at the reporting date and it includes petty cash and cash collections not yet deposited into bank accounts. Demand deposits consist of reconciled balances held in the Council’s bank accounts which it can use on demand. Cash equivalents, on the other hand, refer to short term high liquid investments that can easily be converted to known amounts of cash and are subject to insignificant risk of change in values. The Council recognises all short-term high liquid investments having maturities of three months or less as cash equivalents. 1.8 Local Government Equalization Fund Article 163(2) of the Constitution of Zambia (Amendment) Act No. 2 of 2016 provides that Parliament shall annually appropriate monies to the Local Government Equalization Fund which shall be disbursed by the Ministry responsible for finance to Local Authorities. Receipts under LGEF supplement revenue generated by the Council.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0018|kafue_2022_financial_statements.pdf|Financial statements 2022|18|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 17 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES The Council uses at least 20% of the funds received from the equalization fund, in any financial year, to finance capital expenditure and the balance to meet operational expenses. 1.9 Constituency Development Fund The Constituency Development Fund (CDF) was established under Article 162(1) of the Constitution of Zambia (Amendment) Act No. 2 of 2016. The fund was set up to finance micro - community projects for poverty reduction in communities and it is financed by monies appropriated by Parliament. The administration of CDF is regulated by the Constituency Development Fund Act No. 11 of 2018. The Council maintains separate bank accounts for each constituency. Transfers are made from CDF into constituency bank accounts from which payments are made to financ e approved CDF projects. 1.10 Other Grants These include grants in lieu of rates and support from Cooperating Partners. Grants in lieu of rates are paid by the Government to the Council to cover property rates of Government properties in the district. Support from Cooperating Partners may consist of cash receipts under bilateral and multilateral agreements. 1.11 Presentation Currency The presentation currency is Zambian Kwacha. 1.12 Foreign Currencies Transactions in other currencies are converted into Zambian Kwacha using the ruling Bank exchange rates at the time of payment. Balances expressed in foreign currencies at the year -end are translated into Kwacha at the ruling rate then. The resulting difference from the conversion and translation are charged to the Statement of Cash Receipts and Payments. 1.13 Borrowings Borrowings comprise actual cash inflows received from financial institutions, bilateral and multilateral institutions. 1.14 Budgets and Actual Amounts A final budget includes all adjustments (supplementary an d re-allocations) made to the original approved budget during the year. Supplementary budgets consist of additional provisions beyond what was originally approved while re-allocations are approved budget variations. The approved budget is developed on the same accounting and classification basis, and for the same period as for the financial statements. All material differences between final budgets and actual amounts are explained in the notes to the annual financial statements . Budget differences of 20% and above are considered material.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0019|kafue_2022_financial_statements.pdf|Financial statements 2022|19|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 18 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES 1.15 Encouraged Disclosures of Accrual Type of Items During the year, the Council adopted Part 2 of Cash Ba sis IPSAS which provides extra Accrual Basis type of disclosures called Encouraged Additional Disclosures as follows: i. Property, Plant and Equipment These are assets that have useful economic lives or service potential of more than one year. They are recorded and disclosed at either cost or valuation. Valuations are conducted by the Government Valuation Department and the Council’s own Valuation staff. Where valuation has been undertaken, the applicable valuation bases are as follows:  Land Current Value  Buildings Cost or Market Value  Plant and Equipment Cost ii. Investments in Other Entities The Council discloses the following details about its investments in other entities: (a) Name of the entity (b) Principal activity of the entity (c) Percentage of shareholding in the entity (d) Receipts in form of dividends and other returns on the investments iii. Administered Transactions Administered transactions are cash flows resulting from transactions administered by the Council as an agent of Central Government and any of its agencies. All cash collected in this manner is deposited into an account of the Central G overnment or its appropriate agent and such accounts are not controlled by the Council. The Council deems as part of cash under its control any collections made and administered by the Council on behalf of the Central Government but are allowed to be deposited in any of its bank accounts prior to its transfer to the Central Government or any of its agents. iv. Related Party Transactions A related party is one that has the ability to control the Council or exercise significant influence over the Council in making financial and operating decisions. The related party entity is also any entity that is subject to common control with the Council. Related parties include: (a) Entities that directly or indirectly through one or more intermediaries, contro l or are controlled by the Council; (b) Associates being entities over which the Council has significant influence (c) Individuals that have significant influence over the Council, and close members of the family of any such individual; (d) Key management personnel and close members of the family of key management personnel; and (e) Entities in which a substantial ownership interest is held, directly or indirectly, by any person described in (c) or (d), or over which such a person is able to exercise significant influence.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
document_page|kafue_2022_financial_statements_page_0020|kafue_2022_financial_statements.pdf|Financial statements 2022|20|KAFUE TOWN COUNCIL FINANCIAL STATEMENTS FOR THE YEAR ENDED 31ST DECEMBER 2022 19 SUMMARY OF SIGNIFICANT ACCOUNTING POLICIES The key management personnel of the Council are: (a) the Mayor/Chairperson, elected councillors, co-opted members of the Audit and Procurement Committees, Chiefs who are part of the Council representing other Chiefs in the district, and (b) The Principal Officers and Chief Officers. Spouses, children and grandchildren, grandparents, brothers, sisters, parents in law, brothers in law, and sisters in law of key management personnel are related parties to the Local Authority The Council discloses the nature of the related party relationship as well as information about those transactions and outstanding balances as a note to the financial statements. Such transactions may include r emuneration, loans and contracts awarded to key management personnel and their close relatives. v. External Assistance External assistance comprises loans and grants from multilateral and bilateral agencies provided under agreements specifying the purposes for which the assistance will be utilized. Kafue Town Council discloses total external assistance received in cash during the pe riod, total external assistance paid by the agencies for the benefit of the council, external assistance received in form of loans and grants, their classifications, purposes for which it was received and undrawn balances. vi. Payments to Third Parties Third party payments also known as direct payments are those that are made by third parties to construct or acquire property, plant and equipment and or pay for services on behalf of Kafue Town Council. These do not constitute cash receipts and payments by the Council. They include payments for goods and services made by multilateral and bilateral aid agencies and non - governmental organizations and are included in the disclosures of external assistance.|https://www.kafuecouncil.gov.zm/?page_id=195|Financial statements 2022|2026-09-11
